                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    114,                0.62576,                0.67542,                 1.1004,                0.88142,                0.56845,                0.61684,                0.37532,                 1.1997,                0.94918,                 1.4195,              0.0094407,              0.0094407,              0.0094407
                    115,                0.62119,                0.67141,                 1.0967,                0.87965,                0.56799,                 0.6156,                0.37425,                 1.1996,                0.94967,                 1.4197,              0.0094357,              0.0094357,              0.0094357
                    116,                0.61912,                0.67257,                 1.0987,                0.87777,                0.56684,                0.62093,                0.37851,                 1.1992,                0.94926,                 1.4199,              0.0094307,              0.0094307,              0.0094307
                    117,                0.62328,                0.67197,                 1.0968,                0.87644,                0.56631,                0.61941,                 0.3779,                 1.1988,                0.94981,                 1.4198,              0.0094258,              0.0094258,              0.0094258
                    118,                 0.6228,                0.66752,                 1.0988,                0.85052,                0.57491,                0.62006,                0.37851,                 1.1972,                0.95133,                 1.4191,              0.0094208,              0.0094208,              0.0094208
                    119,                0.61728,                 0.6687,                 1.0957,                0.83118,                 0.5761,                0.61765,                0.37796,                  1.198,                0.95193,                 1.4193,              0.0094159,              0.0094159,              0.0094159
                    120,                 0.6193,                0.67542,                 1.0965,                0.82954,                0.58418,                 0.6173,                0.37803,                 1.1978,                0.95444,                 1.4196,              0.0094109,              0.0094109,              0.0094109
                    121,                0.62012,                0.67022,                 1.0949,                0.83294,                  0.585,                0.61426,                0.37805,                 1.1963,                0.95426,                 1.4192,               0.009406,               0.009406,               0.009406
                    122,                0.61563,                0.66553,                 1.0896,                0.60506,                0.59591,                 0.6156,                0.37757,                 1.1964,                0.95437,                 1.4197,               0.009401,               0.009401,               0.009401
                    123,                0.61938,                0.67519,                 1.0965,                0.60045,                0.59618,                0.61632,                0.37766,                 1.1951,                0.95247,                 1.4187,              0.0093961,              0.0093961,              0.0093961
                    124,                0.61623,                0.66698,                 1.0957,                0.61824,                0.58887,                0.61716,                0.37857,                 1.1949,                0.95215,                 1.4197,              0.0093912,              0.0093912,              0.0093912
                    125,                0.62335,                0.67266,                 1.0972,                0.62161,                 0.5881,                0.61642,                0.37866,                 1.1936,                0.95417,                 1.4189,              0.0093862,              0.0093862,              0.0093862
                    126,                0.61656,                0.66806,                  1.093,                0.61947,                 0.5881,                 0.6141,                0.37841,                 1.1941,                0.95544,                 1.4187,              0.0093813,              0.0093813,              0.0093813
                    127,                  0.617,                0.66623,                 1.0924,                0.61937,                0.59105,                0.61362,                0.37761,                 1.1924,                0.95526,                 1.4179,              0.0093763,              0.0093763,              0.0093763
                    128,                0.61717,                0.66992,                 1.0944,                0.62952,                0.59071,                0.61949,                   0.38,                  1.193,                0.95252,                 1.4179,              0.0093714,              0.0093714,              0.0093714
                    129,                0.61914,                0.66639,                 1.0951,                0.62243,                0.58677,                0.62095,                0.37895,                 1.1911,                0.95327,                 1.4167,              0.0093664,              0.0093664,              0.0093664
                    130,                0.61753,                0.66908,                 1.0957,                0.62039,                0.58626,                 0.6186,                0.37794,                  1.192,                0.95532,                 1.4177,              0.0093615,              0.0093615,              0.0093615
                    131,                 0.6189,                0.66454,                 1.0944,                0.62046,                0.58449,                0.61726,                0.37874,                 1.1914,                0.95612,                 1.4176,              0.0093565,              0.0093565,              0.0093565
                    132,                0.61356,                0.66107,                 1.0906,                0.62098,                0.58448,                0.61687,                0.37875,                 1.1908,                0.95475,                 1.4177,              0.0093516,              0.0093516,              0.0093516
                    133,                0.61814,                0.66198,                 1.0933,                0.61804,                0.58598,                 0.6152,                0.37529,                 1.1912,                0.95735,                 1.4186,              0.0093466,              0.0093466,              0.0093466
                    134,                 0.6157,                0.66859,                 1.0918,                0.61861,                0.58753,                0.61628,                 0.3751,                 1.1921,                0.95688,                 1.4204,              0.0093416,              0.0093416,              0.0093416
                    135,                0.62269,                0.66158,                 1.0957,                0.61672,                0.58749,                0.61544,                0.37511,                  1.191,                0.95721,                 1.4202,              0.0093367,              0.0093367,              0.0093367
                    136,                0.61476,                0.66006,                 1.0929,                0.62267,                 0.5845,                0.61515,                  0.376,                 1.1914,                0.95896,                 1.4209,              0.0093317,              0.0093317,              0.0093317
                    137,                0.61476,                0.66651,                 1.0922,                0.62301,                0.58227,                0.61475,                0.37536,                 1.1912,                0.96016,                 1.4219,              0.0093268,              0.0093268,              0.0093268
                    138,                 0.6218,                0.66924,                  1.095,                0.63374,                0.58452,                 0.6154,                0.37599,                 1.1921,                0.95939,                 1.4227,              0.0093219,              0.0093219,              0.0093219
                    139,                0.61496,                 0.6664,                 1.0937,                0.60214,                 0.6033,                 0.6162,                0.37646,                 1.1922,                0.96044,                 1.4229,              0.0093169,              0.0093169,              0.0093169
                    140,                0.61493,                0.66207,                 1.0914,                0.58054,                0.60544,                0.61549,                 0.3768,                  1.192,                0.96076,                 1.4236,              0.0093119,              0.0093119,              0.0093119
                    141,                0.61481,                 0.6607,                 1.0912,                0.59422,                0.60544,                0.61549,                0.37786,                 1.1916,                0.95933,                 1.4227,               0.009307,               0.009307,               0.009307
                    142,                0.61876,                0.66961,                 1.0937,                0.63379,                0.57983,                0.61269,                0.37393,                 1.1929,                0.95794,                 1.4233,               0.009302,               0.009302,               0.009302
                    143,                 0.6194,                0.66463,                  1.093,                0.63307,                0.58023,                0.61329,                0.37458,                 1.1911,                 0.9589,                 1.4226,              0.0092971,              0.0092971,              0.0092971
                    144,                0.61922,                  0.665,                 1.0935,                0.63227,                0.58578,                0.61282,                0.37429,                 1.1916,                0.95772,                 1.4225,              0.0092922,              0.0092922,              0.0092922
                    145,                0.61783,                0.66802,                 1.0907,                0.63331,                0.58973,                0.61362,                 0.3741,                 1.1908,                0.95895,                 1.4218,              0.0092872,              0.0092872,              0.0092872
                    146,                0.62026,                0.66433,                  1.092,                0.62635,                0.59417,                0.61214,                0.37407,                 1.1903,                0.95785,                 1.4212,              0.0092823,              0.0092823,              0.0092823
                    147,                0.61944,                0.66507,                 1.0923,                0.62725,                0.59734,                0.61758,                0.37625,                 1.1898,                0.95694,                 1.4207,              0.0092773,              0.0092773,              0.0092773
                    148,                0.61597,                0.66228,                 1.0917,                 0.6242,                0.60233,                 0.6181,                0.37789,                 1.1898,                0.95803,                 1.4223,              0.0092724,              0.0092724,              0.0092724
                    149,                0.61227,                0.65509,                 1.0901,                0.61755,                  0.603,                0.61833,                0.37836,                 1.1908,                0.95671,                  1.424,              0.0092674,              0.0092674,              0.0092674
                    150,                0.61981,                0.66616,                 1.0923,                0.61949,                0.60227,                0.61868,                0.37847,                 1.1906,                0.95494,                 1.4229,              0.0092625,              0.0092625,              0.0092625
                    151,                0.62004,                0.66246,                 1.0908,                0.62056,                0.60227,                0.61991,                0.37919,                 1.1888,                0.95492,                 1.4225,              0.0092575,              0.0092575,              0.0092575
                    152,                 0.5787,                0.60106,                 1.0633,                 0.6205,                0.60227,                 0.6223,                0.38191,                 1.1894,                 0.9548,                 1.4234,              0.0092526,              0.0092526,              0.0092526
                    153,                 0.5936,                0.63015,                 1.0746,                0.62722,                 0.6013,                0.62244,                0.38155,                 1.1896,                0.95483,                 1.4227,              0.0092476,              0.0092476,              0.0092476
                    154,                0.60018,                0.63793,                 1.0808,                0.62734,                0.59231,                0.62136,                0.38073,                 1.1904,                0.95535,                 1.4236,              0.0092426,              0.0092426,              0.0092426
