                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     72,                 2.3229,                 2.5697,                 1.9962,                0.30832,                   0.27,                0.22132,                0.08913,                 2.1535,                 2.4888,                 1.9853,               0.007657,               0.007657,               0.007657
                     73,                 2.4569,                 2.6359,                 2.0843,                 0.4046,                  0.305,                 0.2757,                0.11275,                 2.1383,                 2.3143,                 1.9501,               0.007624,               0.007624,               0.007624
                     74,                  2.317,                 2.4619,                 1.9315,                0.42277,                   0.32,                0.29851,                0.12415,                 2.1851,                 2.4772,                 1.9716,               0.007591,               0.007591,               0.007591
                     75,                 2.2694,                 2.3668,                 1.9292,                0.39829,                   0.31,                0.27356,                0.11248,                 2.0833,                 2.3819,                 1.8995,               0.007558,               0.007558,               0.007558
                     76,                  2.177,                 2.2913,                 1.8405,                0.42205,                0.38704,                0.32741,                0.13111,                 2.0444,                 2.2728,                 1.8712,               0.007525,               0.007525,               0.007525
                     77,                 2.2481,                 2.3818,                 1.9527,                0.38493,                   0.36,                0.27072,                 0.1136,                 2.0299,                 2.1681,                 1.8523,               0.007492,               0.007492,               0.007492
                     78,                 2.2839,                 2.4278,                  1.953,                0.34328,                0.30841,                0.25384,                  0.094,                 2.1585,                 2.3494,                 1.9683,               0.007459,               0.007459,               0.007459
                     79,                 2.2552,                  2.388,                 1.9465,                0.28298,                   0.36,                0.26995,                0.10761,                 2.0409,                 2.2416,                 1.8878,               0.007426,               0.007426,               0.007426
                     80,                 2.2152,                 2.2628,                 1.8912,                0.40423,                  0.365,                0.30269,                0.12604,                 1.9915,                 2.1446,                 1.8472,               0.007393,               0.007393,               0.007393
                     81,                 2.2473,                 2.3429,                 1.8317,                0.36589,                  0.355,                0.28291,                0.11152,                 2.0908,                 2.2566,                 1.9264,                0.00736,                0.00736,                0.00736
                     82,                  2.313,                 2.4755,                 1.9803,                0.37941,                   0.32,                0.29833,                0.12287,                  2.056,                 2.2048,                  1.896,               0.007327,               0.007327,               0.007327
                     83,                 2.2329,                  2.234,                 1.8755,                0.28913,                0.33962,                0.24267,                0.08209,                  2.152,                 2.3316,                 1.9379,               0.007294,               0.007294,               0.007294
                     84,                 2.2334,                 2.3674,                 1.8941,                0.57266,                   0.36,                0.38189,                 0.1591,                 1.9967,                 2.0812,                 1.8379,               0.007261,               0.007261,               0.007261
                     85,                 2.1796,                 2.4593,                 1.8938,                0.50316,                   0.36,                0.38313,                0.16715,                  1.936,                 2.0416,                 1.8179,               0.007228,               0.007228,               0.007228
                     86,                 2.1839,                 2.2712,                 1.8848,                0.44774,                  0.285,                0.32103,                0.13241,                 1.9553,                 2.1056,                 1.8311,               0.007195,               0.007195,               0.007195
                     87,                 2.1662,                 2.3226,                 1.9298,                0.44535,                  0.395,                0.39142,                0.17997,                 1.9542,                 2.0337,                 1.8048,               0.007162,               0.007162,               0.007162
                     88,                 2.1629,                 2.2504,                 1.8088,                0.51463,                  0.395,                0.39744,                0.16991,                 1.9621,                 2.0409,                 1.8094,               0.007129,               0.007129,               0.007129
                     89,                 2.2152,                 2.3029,                 1.8869,                0.44109,                  0.385,                0.37823,                0.15185,                 1.9596,                 2.0673,                 1.8225,               0.007096,               0.007096,               0.007096
                     90,                 2.1775,                 2.3047,                 1.9022,                0.51661,                   0.41,                0.40594,                0.17297,                 1.9647,                 1.9678,                 1.8277,               0.007063,               0.007063,               0.007063
                     91,                 2.1052,                 2.1112,                 1.8144,                0.53742,                0.42986,                0.43013,                0.18311,                 1.9047,                 1.9555,                 1.7794,                0.00703,                0.00703,                0.00703
                     92,                 2.2242,                 2.1719,                 1.9262,                0.47742,                  0.315,                0.32385,                0.11366,                 2.1178,                 2.2962,                 1.9174,               0.006997,               0.006997,               0.006997
                     93,                 2.1097,                 2.1707,                 1.8165,                0.53297,                   0.36,                0.37721,                 0.1464,                 2.0693,                 2.1274,                 1.8583,               0.006964,               0.006964,               0.006964
                     94,                 2.2295,                 2.2206,                 1.8281,                0.39654,                   0.44,                0.37532,                0.17058,                 1.8935,                 2.0371,                 1.7576,               0.006931,               0.006931,               0.006931
                     95,                 2.1143,                 2.1581,                 1.7742,                0.44051,                   0.42,                0.34941,                0.12797,                 2.0686,                 2.2635,                 1.8715,               0.006898,               0.006898,               0.006898
                     96,                 2.0603,                 2.0854,                  1.766,                0.55181,                   0.42,                0.45806,                0.19435,                 1.9301,                 1.9311,                 1.7842,               0.006865,               0.006865,               0.006865
                     97,                 2.2057,                 2.2612,                 1.8464,                 0.5264,                   0.41,                0.39583,                0.16789,                 1.9612,                  2.031,                  1.803,               0.006832,               0.006832,               0.006832
                     98,                 2.1274,                 2.1503,                 1.8216,                0.40833,                  0.425,                0.38016,                0.17632,                 1.8725,                 2.0218,                 1.7528,               0.006799,               0.006799,               0.006799
                     99,                 2.0525,                 2.1175,                 1.8096,                0.56518,                0.38344,                 0.4197,                0.19111,                 1.8518,                 1.8774,                 1.7366,               0.006766,               0.006766,               0.006766
                    100,                 2.0512,                 2.0292,                 1.7944,                 0.4916,                  0.375,                0.36365,                0.15309,                  1.963,                 2.1078,                 1.7828,               0.006733,               0.006733,               0.006733
                    101,                 2.0909,                 2.0797,                  1.859,                0.53828,                   0.48,                0.48355,                0.23652,                 1.8604,                 1.7419,                 1.7453,                 0.0067,                 0.0067,                 0.0067
                    102,                 2.0397,                 2.0803,                 1.7843,                0.51466,                   0.45,                0.45913,                0.19715,                 1.8671,                  1.808,                 1.7518,               0.006667,               0.006667,               0.006667
                    103,                 2.1086,                 2.0577,                 1.7503,                0.51166,                  0.475,                0.48746,                0.21854,                 1.8801,                 1.7604,                 1.7897,               0.006634,               0.006634,               0.006634
                    104,                 2.0343,                 1.9845,                 1.7592,                0.47863,                   0.52,                0.49478,                0.22176,                 1.8307,                 1.7026,                 1.7247,               0.006601,               0.006601,               0.006601
                    105,                 1.9825,                 1.9378,                 1.7314,                0.59745,                  0.495,                0.53899,                0.24234,                 1.8487,                 1.7362,                 1.7167,               0.006568,               0.006568,               0.006568
                    106,                 2.0402,                 1.9928,                 1.7784,                0.48982,                  0.515,                0.49944,                0.22849,                 1.8161,                 1.9229,                 1.6979,               0.006535,               0.006535,               0.006535
                    107,                 2.0522,                 1.9715,                 1.7808,                0.68882,                  0.525,                0.58983,                0.27297,                 1.8161,                 1.9621,                 1.7017,               0.006502,               0.006502,               0.006502
                    108,                 1.9602,                 1.8556,                 1.7197,                 0.6172,                 0.4837,                0.51875,                 0.2356,                 1.8553,                 2.0486,                 1.7383,               0.006469,               0.006469,               0.006469
                    109,                 1.9621,                 1.8739,                 1.7259,                0.59065,                    0.5,                0.50988,                0.22469,                 1.9051,                 1.8302,                 1.7583,               0.006436,               0.006436,               0.006436
                    110,                 2.0154,                 1.8891,                 1.7365,                0.55836,                  0.515,                0.53502,                0.25866,                 1.7655,                 1.6899,                 1.6798,               0.006403,               0.006403,               0.006403
                    111,                 2.0782,                 2.0042,                 1.8025,                0.57271,                0.44902,                0.49955,                0.24204,                 1.7563,                 1.7739,                  1.697,                0.00637,                0.00637,                0.00637
                    112,                 2.0562,                 2.0038,                 1.7343,                0.62784,                  0.545,                0.58366,                0.30654,                 1.7105,                 1.5492,                 1.6516,               0.006337,               0.006337,               0.006337
                    113,                  1.991,                 1.9116,                  1.739,                0.65456,                   0.49,                0.55151,                0.28465,                 1.7408,                 1.6401,                  1.652,               0.006304,               0.006304,               0.006304
                    114,                 2.0632,                 1.9957,                 1.7525,                0.61549,                  0.495,                0.52334,                0.21915,                 1.8593,                 1.7573,                 1.7119,               0.006271,               0.006271,               0.006271
                    115,                 2.0752,                 1.9777,                 1.7603,                 0.7128,                   0.54,                0.60926,                0.31537,                 1.6894,                 1.5985,                 1.6202,               0.006238,               0.006238,               0.006238
                    116,                  2.049,                 1.9211,                 1.8288,                0.72007,                  0.535,                0.60991,                0.32554,                 1.6981,                 1.5534,                 1.6421,               0.006205,               0.006205,               0.006205
                    117,                 2.0033,                 1.8534,                 1.7145,                0.66546,                0.54704,                0.60346,                 0.3189,                 1.7442,                 1.5758,                 1.6358,               0.006172,               0.006172,               0.006172
                    118,                 2.0248,                 1.8703,                 1.7755,                0.65286,                  0.525,                0.57982,                0.29611,                 1.7264,                 1.6144,                 1.6382,               0.006139,               0.006139,               0.006139
                    119,                 2.0013,                  1.868,                 1.6242,                0.67787,                0.54715,                0.61943,                0.30546,                 1.7946,                 1.6379,                 1.6709,               0.006106,               0.006106,               0.006106
                    120,                   1.99,                 1.7651,                 1.6681,                0.72277,                   0.52,                0.62136,                 0.3062,                  1.761,                 1.5568,                 1.6437,               0.006073,               0.006073,               0.006073
                    121,                 2.0169,                 1.8579,                 1.7222,                0.50621,                0.45621,                0.46052,                0.19676,                 1.9352,                 1.9136,                 1.7654,                0.00604,                0.00604,                0.00604
                    122,                 1.9124,                 1.7167,                  1.694,                0.74166,                  0.495,                0.62341,                0.30187,                 1.7613,                 1.5929,                 1.6517,               0.006007,               0.006007,               0.006007
                    123,                 1.9673,                 1.9051,                 1.7328,                0.68262,                  0.525,                0.60881,                 0.3269,                  1.645,                 1.5826,                 1.6078,               0.005974,               0.005974,               0.005974
                    124,                 1.9209,                 1.8208,                 1.6854,                0.71504,                    0.5,                0.59238,                 0.2928,                 1.7179,                 1.5915,                 1.6466,               0.005941,               0.005941,               0.005941
                    125,                 2.0335,                 1.9443,                 1.7341,                0.70907,                   0.55,                0.61674,                0.30246,                 1.7033,                 1.6121,                 1.6462,               0.005908,               0.005908,               0.005908
                    126,                 1.9949,                 1.7771,                 1.6828,                0.64469,                  0.565,                0.61947,                0.29536,                 1.7305,                 1.5684,                 1.6404,               0.005875,               0.005875,               0.005875
                    127,                 1.9346,                 1.8344,                 1.7308,                0.73591,                  0.495,                0.60573,                0.28036,                 1.7718,                 1.5439,                 1.6664,               0.005842,               0.005842,               0.005842
                    128,                 1.9224,                 1.8053,                 1.6415,                0.68841,                   0.57,                0.63418,                 0.3142,                 1.6303,                 1.5293,                 1.5885,               0.005809,               0.005809,               0.005809
                    129,                 1.9205,                 1.7628,                 1.6733,                0.70531,                  0.585,                0.63885,                 0.3398,                 1.6243,                 1.4491,                 1.5905,               0.005776,               0.005776,               0.005776
                    130,                 1.9811,                 1.7771,                 1.7468,                0.68044,                   0.54,                0.58684,                0.27277,                 1.6924,                 1.5414,                  1.629,               0.005743,               0.005743,               0.005743
                    131,                 1.9465,                 1.7671,                 1.6867,                0.73266,                   0.53,                0.63567,                0.30676,                 1.6763,                 1.5176,                  1.609,                0.00571,                0.00571,                0.00571
                    132,                 1.8921,                 1.6891,                 1.6394,                0.74952,                  0.595,                0.67963,                0.35061,                 1.6272,                 1.4167,                  1.573,               0.005677,               0.005677,               0.005677
                    133,                 1.8412,                 1.6347,                 1.6311,                 0.7119,                  0.565,                0.66888,                0.34598,                 1.6617,                 1.4541,                 1.5907,               0.005644,               0.005644,               0.005644
                    134,                  1.845,                 1.6582,                 1.6153,                0.74744,                0.60669,                 0.7098,                0.37909,                 1.5724,                 1.3472,                 1.5366,               0.005611,               0.005611,               0.005611
                    135,                 1.8438,                 1.7699,                 1.6598,                0.71235,                   0.54,                0.63996,                0.31197,                 1.6669,                 1.5146,                 1.5945,               0.005578,               0.005578,               0.005578
                    136,                 1.9021,                  1.668,                 1.6423,                0.76581,                  0.505,                0.65521,                0.32721,                 1.6672,                 1.4796,                 1.5825,               0.005545,               0.005545,               0.005545
                    137,                 1.8676,                 1.5881,                 1.6673,                 0.7495,                0.58346,                0.67536,                0.33804,                 1.6392,                  1.433,                   1.57,               0.005512,               0.005512,               0.005512
                    138,                 1.9223,                 1.6638,                 1.6316,                0.74708,                0.59077,                0.68577,                 0.3462,                 1.6372,                 1.4706,                 1.5605,               0.005479,               0.005479,               0.005479
                    139,                 1.8534,                 1.6538,                 1.6192,                0.78957,                  0.635,                0.72549,                 0.4009,                 1.5499,                 1.3081,                 1.5205,               0.005446,               0.005446,               0.005446
                    140,                 1.8729,                 1.6252,                    1.6,                0.81695,                  0.665,                0.73751,                0.39749,                 1.6068,                 1.3416,                  1.546,               0.005413,               0.005413,               0.005413
                    141,                 1.8236,                  1.637,                 1.6194,                 0.8586,                   0.62,                0.71473,                0.40962,                 1.5467,                 1.3904,                 1.5297,                0.00538,                0.00538,                0.00538
                    142,                 1.8889,                 1.6035,                 1.5882,                0.77679,                   0.63,                0.69921,                0.36923,                 1.6219,                 1.4827,                 1.5603,               0.005347,               0.005347,               0.005347
                    143,                 1.9185,                 1.6402,                 1.6691,                0.82368,                   0.65,                0.74685,                 0.4147,                 1.5772,                 1.5479,                  1.545,               0.005314,               0.005314,               0.005314
                    144,                 1.8155,                 1.5598,                 1.5954,                0.81802,                    0.6,                  0.698,                  0.381,                 1.6001,                 1.4501,                 1.5547,               0.005281,               0.005281,               0.005281
                    145,                 1.8826,                  1.648,                 1.6666,                 0.8119,                0.64747,                0.73432,                0.40512,                 1.5311,                 1.3436,                  1.529,               0.005248,               0.005248,               0.005248
                    146,                 1.8089,                 1.5364,                 1.5358,                0.83267,                   0.68,                0.74173,                 0.4225,                 1.4998,                 1.3499,                 1.5099,               0.005215,               0.005215,               0.005215
                    147,                 1.7143,                 1.5076,                  1.582,                0.82973,                  0.675,                0.75082,                0.44228,                 1.4854,                 1.2601,                  1.498,               0.005182,               0.005182,               0.005182
                    148,                  1.807,                 1.5346,                 1.5854,                0.74896,                0.65637,                0.72326,                0.41343,                 1.5207,                 1.2727,                 1.5067,               0.005149,               0.005149,               0.005149
                    149,                 1.7628,                 1.5253,                 1.5928,                0.78841,                0.70799,                0.75189,                0.43791,                 1.5196,                 1.2303,                 1.5045,               0.005116,               0.005116,               0.005116
                    150,                 1.8542,                 1.6012,                  1.616,                0.79857,                0.67397,                0.75256,                0.41044,                 1.5398,                 1.2465,                  1.503,               0.005083,               0.005083,               0.005083
                    151,                 1.8356,                 1.6308,                 1.6148,                 0.8131,                    0.7,                0.77314,                0.44465,                 1.4906,                 1.2561,                 1.4776,                0.00505,                0.00505,                0.00505
                    152,                 1.7906,                 1.5149,                 1.5323,                0.79724,                  0.725,                0.77347,                0.43962,                 1.4974,                 1.2711,                 1.4824,               0.005017,               0.005017,               0.005017
                    153,                 1.7817,                  1.472,                 1.5174,                0.77601,                  0.725,                0.76987,                0.44536,                 1.4647,                 1.1921,                 1.4635,               0.004984,               0.004984,               0.004984
                    154,                 1.7874,                 1.4851,                 1.5697,                0.81576,                   0.71,                0.78181,                0.45356,                 1.4816,                 1.2038,                 1.4702,               0.004951,               0.004951,               0.004951
                    155,                  1.795,                 1.5177,                 1.6052,                0.83343,                   0.66,                0.78286,                 0.4593,                 1.4792,                 1.2144,                 1.4776,               0.004918,               0.004918,               0.004918
