                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    298,                  1.341,                 1.6114,                 1.5541,                 0.7971,                0.70786,                0.77679,                 0.5774,                 1.0964,                 1.2141,                 1.3965,              0.0090199,              0.0090199,              0.0090199
                    299,                 1.3515,                 1.6804,                 1.5741,                 0.8554,                0.66874,                0.78095,                0.58596,                 1.0818,                 1.2336,                 1.3882,              0.0090166,              0.0090166,              0.0090166
                    300,                  1.403,                   1.64,                 1.5668,                0.85269,                 0.6599,                 0.7809,                0.58664,                 1.0924,                 1.2234,                 1.3978,              0.0090133,              0.0090133,              0.0090133
                    301,                 1.3264,                 1.6183,                 1.5591,                0.73738,                0.73897,                0.78217,                0.59492,                 1.0659,                 1.2413,                 1.3725,                0.00901,                0.00901,                0.00901
                    302,                 1.3421,                  1.676,                 1.5482,                 0.8314,                0.65817,                0.78005,                0.58028,                 1.1071,                  1.226,                 1.3936,              0.0090067,              0.0090067,              0.0090067
                    303,                 1.3386,                 1.5746,                 1.5451,                0.80538,                0.68073,                0.77895,                0.58607,                 1.0874,                 1.2677,                 1.3807,              0.0090034,              0.0090034,              0.0090034
                    304,                 1.2881,                 1.5698,                 1.5312,                0.70811,                0.76708,                0.77955,                0.59018,                  1.087,                 1.2499,                 1.3779,              0.0090001,              0.0090001,              0.0090001
                    305,                 1.3643,                 1.6449,                 1.5969,                 0.7532,                0.75922,                0.77988,                 0.5845,                  1.088,                  1.243,                 1.3803,              0.0089968,              0.0089968,              0.0089968
                    306,                 1.3432,                 1.5572,                  1.524,                0.77952,                0.72408,                0.78222,                0.59271,                 1.0699,                 1.2691,                 1.3718,              0.0089935,              0.0089935,              0.0089935
                    307,                 1.3382,                   1.59,                 1.5459,                0.74779,                0.74546,                0.78461,                0.59469,                 1.0732,                 1.2287,                  1.378,              0.0089902,              0.0089902,              0.0089902
                    308,                 1.3902,                 1.6669,                 1.5461,                0.77617,                0.72525,                0.78153,                 0.5933,                 1.0698,                 1.2448,                  1.379,              0.0089869,              0.0089869,              0.0089869
                    309,                 1.3613,                   1.63,                  1.585,                0.77527,                0.71622,                0.77782,                0.58203,                  1.094,                  1.258,                 1.3934,              0.0089836,              0.0089836,              0.0089836
                    310,                 1.3486,                 1.5705,                 1.5112,                0.85656,                0.68783,                0.78348,                0.59458,                 1.0662,                 1.2116,                 1.3698,              0.0089803,              0.0089803,              0.0089803
                    311,                   1.29,                 1.5605,                 1.5226,                0.82001,                0.70754,                 0.7919,                0.60381,                 1.0529,                 1.1701,                 1.3583,               0.008977,               0.008977,               0.008977
                    312,                 1.2931,                 1.5178,                 1.4948,                 0.8114,                0.71175,                0.78669,                0.59136,                 1.0721,                 1.1679,                  1.368,              0.0089737,              0.0089737,              0.0089737
                    313,                 1.2883,                 1.5586,                 1.5091,                0.83033,                0.71532,                0.78403,                0.60369,                 1.0401,                  1.161,                 1.3513,              0.0089704,              0.0089704,              0.0089704
                    314,                 1.2879,                  1.506,                 1.5295,                0.83931,                 0.7188,                0.79511,                0.60837,                  1.042,                  1.175,                 1.3545,              0.0089671,              0.0089671,              0.0089671
                    315,                 1.3817,                 1.6503,                  1.537,                0.82934,                0.73833,                0.79703,                0.60538,                 1.0394,                 1.2153,                 1.3458,              0.0089638,              0.0089638,              0.0089638
                    316,                 1.3318,                 1.6232,                 1.5487,                0.81853,                 0.7198,                0.79403,                0.60292,                 1.0503,                  1.209,                 1.3567,              0.0089605,              0.0089605,              0.0089605
                    317,                 1.3201,                 1.5749,                 1.4991,                0.78969,                0.75762,                 0.7982,                0.60374,                 1.0274,                 1.2256,                 1.3411,              0.0089572,              0.0089572,              0.0089572
                    318,                 1.3362,                 1.5567,                 1.5214,                0.82129,                0.75349,                 0.7991,                0.60664,                  1.037,                 1.2266,                 1.3412,              0.0089539,              0.0089539,              0.0089539
                    319,                 1.2955,                 1.5391,                 1.5335,                0.84622,                0.71888,                0.79418,                0.60428,                 1.0298,                 1.2274,                 1.3416,              0.0089506,              0.0089506,              0.0089506
                    320,                 1.2942,                 1.5444,                  1.477,                 0.7118,                0.76664,                0.78396,                0.59934,                 1.0674,                 1.2184,                 1.3668,              0.0089473,              0.0089473,              0.0089473
                    321,                 1.2656,                 1.5555,                 1.5257,                0.77807,                0.73605,                0.78663,                0.60123,                 1.0497,                 1.1964,                 1.3496,               0.008944,               0.008944,               0.008944
                    322,                 1.3284,                 1.6532,                 1.5795,                 0.7914,                0.75557,                0.79781,                0.60866,                 1.0387,                 1.1708,                 1.3391,              0.0089407,              0.0089407,              0.0089407
                    323,                  1.341,                 1.6042,                 1.5378,                0.77321,                0.76192,                0.79198,                0.59884,                 1.0532,                 1.1988,                 1.3399,              0.0089374,              0.0089374,              0.0089374
                    324,                 1.3414,                 1.5995,                 1.5137,                0.81516,                0.74588,                0.79878,                0.60249,                 1.0536,                 1.1881,                 1.3494,              0.0089341,              0.0089341,              0.0089341
                    325,                 1.2971,                  1.553,                 1.5469,                0.84636,                0.71689,                0.80164,                0.60474,                 1.0597,                 1.1874,                 1.3576,              0.0089308,              0.0089308,              0.0089308
                    326,                 1.3366,                 1.6179,                 1.5643,                0.80974,                0.73212,                  0.794,                0.59538,                 1.0632,                 1.1876,                 1.3637,              0.0089275,              0.0089275,              0.0089275
                    327,                 1.3622,                 1.5874,                 1.5089,                0.77581,                0.75484,                0.80263,                0.59703,                 1.0733,                 1.1818,                 1.3719,              0.0089242,              0.0089242,              0.0089242
                    328,                 1.2983,                 1.5674,                 1.5052,                0.74478,                  0.774,                0.80808,                0.60823,                 1.0393,                  1.177,                 1.3447,              0.0089209,              0.0089209,              0.0089209
                    329,                 1.3115,                 1.6227,                 1.5163,                0.87004,                0.71335,                0.80897,                0.61347,                 1.0166,                 1.1506,                 1.3312,              0.0089176,              0.0089176,              0.0089176
                    330,                 1.3242,                 1.5565,                 1.5218,                0.85419,                0.71355,                 0.8008,                0.61368,                 1.0058,                 1.1716,                 1.3237,              0.0089143,              0.0089143,              0.0089143
                    331,                 1.2687,                 1.4514,                 1.4708,                0.81616,                 0.7745,                0.81174,                0.61654,                 1.0319,                 1.1694,                 1.3364,               0.008911,               0.008911,               0.008911
                    332,                 1.3372,                 1.5155,                 1.4781,                 0.7987,                0.77482,                0.81384,                0.61683,                 1.0443,                 1.1514,                 1.3419,              0.0089077,              0.0089077,              0.0089077
                    333,                 1.2716,                 1.4834,                 1.4913,                0.85121,                0.74054,                0.80786,                0.61801,                 1.0246,                 1.1241,                 1.3294,              0.0089044,              0.0089044,              0.0089044
                    334,                 1.3057,                 1.5685,                 1.5006,                 0.8157,                0.76208,                0.80996,                0.61247,                 1.0359,                 1.1465,                 1.3294,              0.0089011,              0.0089011,              0.0089011
                    335,                 1.3027,                 1.4623,                 1.4679,                0.82009,                 0.7497,                0.80663,                0.62275,                 1.0175,                 1.1277,                 1.3241,              0.0088978,              0.0088978,              0.0088978
                    336,                 1.2646,                 1.4339,                 1.4589,                0.87019,                0.70311,                 0.8063,                0.62523,                 1.0179,                 1.1524,                 1.3216,              0.0088945,              0.0088945,              0.0088945
                    337,                 1.2346,                 1.5386,                 1.4927,                0.84601,                0.72476,                0.80872,                0.62717,                 1.0154,                 1.1352,                 1.3231,              0.0088912,              0.0088912,              0.0088912
                    338,                 1.2519,                 1.4566,                 1.4984,                0.81972,                0.75614,                0.81532,                0.63139,                 1.0158,                 1.0997,                 1.3254,              0.0088879,              0.0088879,              0.0088879
                    339,                  1.261,                 1.4783,                 1.4715,                0.85219,                0.76188,                 0.8204,                 0.6314,                 1.0159,                 1.0949,                 1.3279,              0.0088846,              0.0088846,              0.0088846
                    340,                 1.2941,                 1.4818,                 1.4822,                0.85503,                 0.7493,                0.81345,                0.61432,                 1.0468,                 1.0947,                 1.3477,              0.0088813,              0.0088813,              0.0088813
                    341,                 1.2796,                 1.4875,                 1.4714,                0.85039,                0.75823,                0.81463,                0.62436,                 1.0391,                 1.0996,                 1.3381,               0.008878,               0.008878,               0.008878
                    342,                 1.2611,                  1.466,                 1.4484,                0.84878,                0.76285,                0.81522,                0.62675,                  1.003,                 1.1253,                  1.316,              0.0088747,              0.0088747,              0.0088747
                    343,                  1.245,                 1.4982,                 1.4731,                0.84841,                0.75055,                0.81663,                0.62683,                  1.018,                 1.1132,                 1.3166,              0.0088714,              0.0088714,              0.0088714
                    344,                 1.2571,                 1.4349,                 1.4796,                0.83946,                0.77733,                0.82282,                0.63805,                 1.0054,                 1.0682,                 1.3036,              0.0088681,              0.0088681,              0.0088681
                    345,                 1.2806,                 1.4386,                 1.5023,                0.82038,                0.77056,                0.81295,                0.63412,                 1.0091,                 1.0705,                 1.3073,              0.0088648,              0.0088648,              0.0088648
                    346,                 1.2733,                 1.4302,                 1.4716,                0.86708,                0.74609,                0.81394,                 0.6175,                 1.0496,                 1.0869,                 1.3323,              0.0088615,              0.0088615,              0.0088615
                    347,                 1.2376,                 1.4364,                 1.4598,                0.86575,                0.74189,                0.81457,                0.61406,                 1.0494,                 1.1035,                 1.3406,              0.0088582,              0.0088582,              0.0088582
                    348,                 1.2537,                  1.409,                 1.4282,                0.79302,                0.78485,                0.81877,                0.62437,                 1.0079,                 1.0845,                  1.311,              0.0088549,              0.0088549,              0.0088549
                    349,                 1.2748,                 1.3832,                 1.4395,                0.86247,                0.76218,                0.82001,                0.63201,                0.99804,                 1.0845,                 1.2965,              0.0088516,              0.0088516,              0.0088516
                    350,                 1.2188,                 1.3987,                 1.4419,                0.83331,                0.78557,                0.82396,                0.62906,                 1.0122,                 1.0761,                 1.3089,              0.0088483,              0.0088483,              0.0088483
                    351,                 1.2521,                 1.4786,                 1.4666,                0.84613,                0.76649,                0.81842,                0.62532,                 1.0111,                 1.0747,                 1.3081,               0.008845,               0.008845,               0.008845
                    352,                   1.25,                 1.4027,                 1.4178,                0.86403,                 0.7497,                0.82001,                0.62259,                 1.0015,                 1.0664,                 1.2958,              0.0088417,              0.0088417,              0.0088417
                    353,                 1.3254,                 1.4593,                 1.5044,                0.81227,                0.77246,                0.81764,                0.61263,                 1.0101,                 1.0831,                 1.3094,              0.0088384,              0.0088384,              0.0088384
                    354,                 1.2463,                 1.4057,                 1.4166,                0.79909,                0.78411,                0.81938,                0.62203,                 1.0042,                 1.1037,                 1.3085,              0.0088351,              0.0088351,              0.0088351
                    355,                 1.2166,                 1.4292,                 1.4351,                0.80117,                0.76737,                0.82223,                 0.6256,                0.98987,                 1.0968,                 1.2988,              0.0088318,              0.0088318,              0.0088318
                    356,                 1.2578,                 1.3831,                 1.4575,                0.87746,                0.75206,                0.81982,                0.62688,                 1.0019,                 1.0736,                 1.3057,              0.0088285,              0.0088285,              0.0088285
                    357,                 1.2795,                 1.4747,                 1.4619,                0.88107,                0.73319,                0.82103,                0.63493,                0.97639,                 1.0582,                 1.2916,              0.0088252,              0.0088252,              0.0088252
                    358,                 1.2228,                 1.3532,                 1.4337,                0.86125,                0.74033,                0.81734,                0.62912,                0.98544,                 1.0565,                 1.2946,              0.0088219,              0.0088219,              0.0088219
                    359,                 1.2379,                 1.3719,                 1.4192,                 0.8337,                0.75808,                0.81967,                0.64075,                0.96308,                 1.0483,                 1.2834,              0.0088186,              0.0088186,              0.0088186
                    360,                 1.2459,                 1.4144,                 1.4282,                0.82255,                0.75832,                0.81335,                0.63346,                0.97199,                  1.069,                 1.2842,              0.0088153,              0.0088153,              0.0088153
                    361,                 1.2529,                 1.4225,                 1.4476,                0.86646,                0.73948,                0.81185,                0.64166,                0.96564,                  1.116,                 1.2824,               0.008812,               0.008812,               0.008812
                    362,                 1.2003,                  1.393,                 1.4527,                0.87132,                0.74463,                0.82102,                0.63066,                0.98132,                 1.0918,                 1.2887,              0.0088087,              0.0088087,              0.0088087
                    363,                 1.2709,                 1.3683,                  1.407,                0.77971,                0.78504,                 0.8235,                0.63534,                0.97879,                 1.1211,                 1.2872,              0.0088054,              0.0088054,              0.0088054
                    364,                 1.2246,                 1.3875,                 1.4391,                 0.8073,                0.77759,                0.82058,                0.63584,                0.98002,                 1.0941,                 1.2846,              0.0088021,              0.0088021,              0.0088021
                    365,                 1.2261,                 1.4283,                 1.4097,                0.86531,                0.75202,                0.82737,                0.63627,                0.96213,                 1.1096,                 1.2804,              0.0087988,              0.0087988,              0.0087988
                    366,                 1.2317,                 1.4218,                 1.4397,                0.84899,                0.75638,                0.82559,                0.63257,                0.95407,                 1.0458,                 1.2726,              0.0087955,              0.0087955,              0.0087955
                    367,                 1.1811,                 1.3534,                 1.4049,                0.85059,                0.76636,                0.82262,                0.63135,                0.96788,                 1.0346,                 1.2752,              0.0087922,              0.0087922,              0.0087922
                    368,                 1.2633,                 1.4105,                 1.4639,                0.86706,                0.77933,                0.82555,                0.63386,                0.96731,                 1.0157,                 1.2773,              0.0087889,              0.0087889,              0.0087889
                    369,                 1.1764,                 1.3483,                 1.3943,                0.84139,                0.78187,                 0.8236,                0.63679,                0.96974,                 1.0125,                 1.2774,              0.0087856,              0.0087856,              0.0087856
                    370,                 1.2392,                 1.3952,                 1.4326,                0.82157,                0.78787,                0.82137,                0.63544,                0.96942,                 1.0201,                 1.2848,              0.0087823,              0.0087823,              0.0087823
                    371,                 1.2326,                 1.3584,                 1.4265,                  0.843,                0.77127,                0.81934,                0.63662,                0.98316,                  1.033,                 1.2938,               0.008779,               0.008779,               0.008779
                    372,                 1.2276,                   1.36,                 1.4233,                0.89231,                0.74159,                0.81304,                0.62804,                0.99297,                 1.0429,                 1.2987,              0.0087757,              0.0087757,              0.0087757
                    373,                 1.2136,                 1.3783,                 1.4126,                0.89222,                0.75095,                0.82236,                0.64386,                 0.9636,                  1.035,                 1.2743,              0.0087724,              0.0087724,              0.0087724
                    374,                 1.2662,                 1.4587,                 1.4692,                0.91457,                0.73798,                0.82557,                0.63757,                 0.9882,                 1.0489,                 1.2935,              0.0087691,              0.0087691,              0.0087691
                    375,                  1.192,                  1.411,                 1.4035,                0.88062,                0.72508,                0.81391,                0.62468,                 1.0162,                 1.0579,                 1.3137,              0.0087658,              0.0087658,              0.0087658
                    376,                 1.2405,                 1.4352,                  1.446,                0.85987,                0.72602,                0.81173,                0.62398,                0.99399,                 1.0547,                  1.297,              0.0087625,              0.0087625,              0.0087625
                    377,                 1.2703,                 1.4062,                 1.4445,                 0.8686,                0.75223,                0.82386,                0.64302,                0.96349,                 1.0485,                 1.2623,              0.0087592,              0.0087592,              0.0087592
                    378,                 1.2324,                 1.4137,                 1.4577,                0.83222,                0.78199,                0.82313,                 0.6348,                0.97584,                  1.046,                 1.2801,              0.0087559,              0.0087559,              0.0087559
                    379,                  1.181,                 1.3149,                 1.3938,                0.82271,                0.77889,                0.82517,                0.62943,                 1.0095,                 1.0621,                 1.3004,              0.0087526,              0.0087526,              0.0087526
                    380,                 1.2632,                  1.463,                 1.4739,                0.85737,                0.76628,                 0.8285,                0.64312,                0.96312,                 1.0455,                 1.2673,              0.0087493,              0.0087493,              0.0087493
                    381,                 1.2344,                   1.36,                  1.437,                0.82991,                0.78201,                0.82355,                0.63301,                0.96891,                 1.0545,                 1.2612,               0.008746,               0.008746,               0.008746
                    382,                 1.2032,                 1.3554,                 1.4228,                 0.8795,                 0.7486,                 0.8243,                0.63388,                0.96274,                 1.0245,                 1.2614,              0.0087427,              0.0087427,              0.0087427
                    383,                  1.132,                 1.2836,                 1.3939,                0.88522,                0.74199,                0.82628,                0.63644,                0.95693,                 1.0497,                   1.26,              0.0087394,              0.0087394,              0.0087394
                    384,                 1.2813,                 1.3967,                 1.4894,                0.88091,                0.72853,                0.82648,                 0.6314,                0.96933,                 1.0086,                 1.2718,              0.0087361,              0.0087361,              0.0087361
                    385,                 1.1779,                  1.384,                 1.4416,                0.88097,                0.74012,                0.82633,                0.63847,                0.94873,                  1.007,                 1.2657,              0.0087328,              0.0087328,              0.0087328
                    386,                 1.1982,                 1.3253,                 1.3992,                0.90748,                0.73662,                0.83744,                0.65354,                0.94634,                 1.0315,                 1.2614,              0.0087295,              0.0087295,              0.0087295
                    387,                 1.2078,                 1.3509,                 1.4286,                0.85883,                0.75799,                0.83012,                0.64171,                0.96204,                  1.086,                 1.2677,              0.0087262,              0.0087262,              0.0087262
                    388,                 1.2291,                 1.4299,                 1.4675,                0.87107,                 0.7516,                 0.8371,                0.66071,                0.92766,                 1.0251,                 1.2444,              0.0087229,              0.0087229,              0.0087229
                    389,                 1.1849,                 1.3002,                 1.3858,                0.82911,                 0.7753,                0.83081,                0.65158,                 0.9573,                 1.0263,                 1.2628,              0.0087196,              0.0087196,              0.0087196
                    390,                 1.1796,                 1.3166,                  1.395,                0.89871,                0.76224,                0.83233,                0.65288,                0.93724,                 1.0025,                 1.2502,              0.0087163,              0.0087163,              0.0087163
                    391,                 1.1871,                 1.3535,                 1.3976,                0.89328,                0.75826,                0.83741,                0.65124,                0.94436,                 1.0034,                 1.2577,               0.008713,               0.008713,               0.008713
                    392,                 1.1812,                  1.311,                 1.3947,                0.88752,                0.76257,                0.83414,                0.64374,                0.95129,                0.99911,                 1.2631,              0.0087097,              0.0087097,              0.0087097
                    393,                 1.2011,                 1.3252,                 1.4053,                0.91331,                0.75194,                0.84013,                 0.6596,                0.92722,                0.98713,                  1.247,              0.0087064,              0.0087064,              0.0087064
                    394,                 1.1579,                 1.3685,                 1.4114,                0.86604,                0.76785,                0.83568,                0.65623,                0.92732,                0.97716,                 1.2412,              0.0087031,              0.0087031,              0.0087031
                    395,                 1.2213,                 1.3316,                 1.4119,                0.84933,                0.76323,                0.83418,                 0.6531,                0.93748,                0.96421,                 1.2493,              0.0086998,              0.0086998,              0.0086998
                    396,                 1.1993,                 1.3897,                 1.4395,                0.85308,                0.77098,                0.83277,                0.65338,                0.94248,                0.96383,                 1.2551,              0.0086965,              0.0086965,              0.0086965
                    397,                 1.2026,                 1.2699,                 1.4036,                0.86399,                 0.7716,                0.83179,                0.65994,                0.93253,                0.96492,                 1.2425,              0.0086932,              0.0086932,              0.0086932
                    398,                 1.2288,                 1.3278,                 1.4182,                0.83936,                0.76042,                0.82635,                0.65197,                0.94003,                0.99465,                 1.2405,              0.0086899,              0.0086899,              0.0086899
                    399,                 1.1584,                 1.3012,                 1.3959,                0.86227,                0.76283,                0.83052,                0.65733,                0.94099,                0.99178,                 1.2412,              0.0086866,              0.0086866,              0.0086866
                    400,                 1.1248,                 1.3744,                 1.4167,                0.88345,                0.74486,                0.83265,                0.65843,                 0.9539,                0.98074,                 1.2565,              0.0086833,              0.0086833,              0.0086833
                    401,                    1.2,                 1.3112,                 1.3768,                0.85925,                0.72413,                   0.82,                0.63762,                0.98672,                 1.0338,                 1.2807,                0.00868,                0.00868,                0.00868
                    402,                 1.1799,                 1.3215,                 1.3796,                0.88117,                0.76871,                0.83578,                0.66678,                0.91951,                 1.0038,                 1.2296,              0.0086767,              0.0086767,              0.0086767
                    403,                 1.2109,                 1.3099,                 1.4139,                 0.8309,                0.78828,                0.83997,                0.67519,                0.91465,                0.96553,                 1.2211,              0.0086734,              0.0086734,              0.0086734
                    404,                 1.1616,                 1.2974,                 1.3485,                0.80747,                0.79827,                0.84109,                0.66617,                 0.9181,                0.97629,                 1.2276,              0.0086701,              0.0086701,              0.0086701
                    405,                 1.2083,                 1.3605,                 1.4086,                0.82179,                0.79573,                0.84166,                0.65915,                0.91899,                0.99127,                 1.2265,              0.0086668,              0.0086668,              0.0086668
                    406,                 1.1892,                 1.3319,                 1.4117,                0.86375,                 0.7821,                0.84111,                0.66451,                0.92186,                 1.0067,                 1.2271,              0.0086635,              0.0086635,              0.0086635
                    407,                 1.1455,                 1.2111,                 1.3798,                0.89068,                0.76584,                0.83821,                 0.6607,                0.92454,                 1.0161,                 1.2337,              0.0086602,              0.0086602,              0.0086602
                    408,                 1.1899,                 1.2897,                 1.3945,                0.85488,                0.78298,                0.84264,                0.66982,                 0.9044,                0.99347,                 1.2286,              0.0086569,              0.0086569,              0.0086569
                    409,                 1.1247,                 1.2696,                 1.3641,                0.85209,                0.77576,                0.84306,                0.66456,                0.90584,                 0.9821,                 1.2325,              0.0086536,              0.0086536,              0.0086536
                    410,                 1.1477,                 1.2546,                 1.3653,                 0.8605,                0.78139,                0.84675,                0.66249,                0.91394,                0.96665,                  1.227,              0.0086503,              0.0086503,              0.0086503
                    411,                  1.205,                 1.3396,                  1.416,                0.87996,                0.77144,                0.84798,                0.67122,                0.91076,                0.96133,                 1.2244,               0.008647,               0.008647,               0.008647
                    412,                 1.1502,                 1.2185,                 1.3491,                0.87662,                0.77064,                0.84076,                0.66809,                0.90558,                0.96185,                 1.2242,              0.0086437,              0.0086437,              0.0086437
                    413,                 1.2115,                  1.323,                  1.414,                 0.8697,                0.77308,                0.83597,                0.65631,                0.92179,                 1.0055,                 1.2358,              0.0086404,              0.0086404,              0.0086404
                    414,                  1.164,                 1.2528,                 1.3991,                0.87073,                0.77736,                0.83327,                0.65792,                0.92622,                0.99275,                 1.2287,              0.0086371,              0.0086371,              0.0086371
                    415,                 1.1384,                 1.2585,                 1.3605,                0.88786,                0.78287,                0.84233,                 0.6665,                0.91284,                0.98428,                 1.2153,              0.0086338,              0.0086338,              0.0086338
                    416,                 1.1566,                 1.2514,                 1.3526,                0.89008,                0.78619,                0.84493,                 0.6644,                0.92021,                0.94069,                 1.2202,              0.0086305,              0.0086305,              0.0086305
                    417,                 1.1359,                 1.2386,                 1.3661,                0.88902,                0.78391,                0.84591,                0.66583,                0.91951,                0.92361,                 1.2151,              0.0086272,              0.0086272,              0.0086272
                    418,                 1.1585,                 1.2597,                 1.3791,                0.89109,                0.78372,                0.84762,                0.66541,                0.91886,                 0.9438,                  1.219,              0.0086239,              0.0086239,              0.0086239
                    419,                 1.1873,                 1.2799,                 1.3893,                0.89526,                0.77592,                0.84682,                0.66701,                0.91794,                0.92577,                 1.2138,              0.0086206,              0.0086206,              0.0086206
                    420,                 1.1675,                 1.2732,                 1.4085,                0.85862,                0.78789,                0.84815,                0.66797,                0.91582,                0.91222,                 1.2199,              0.0086173,              0.0086173,              0.0086173
                    421,                 1.1681,                  1.313,                  1.405,                0.88042,                0.76785,                0.84296,                 0.6674,                0.91723,                 0.9228,                 1.2215,               0.008614,               0.008614,               0.008614
                    422,                 1.1654,                 1.2902,                 1.3943,                0.88029,                0.78319,                0.84602,                0.66619,                0.92338,                0.92922,                 1.2228,              0.0086107,              0.0086107,              0.0086107
                    423,                 1.1066,                 1.1832,                 1.3311,                0.85585,                0.79457,                0.84649,                0.67068,                0.92816,                0.95329,                 1.2233,              0.0086074,              0.0086074,              0.0086074
                    424,                 1.1426,                 1.2769,                  1.394,                0.89321,                0.76626,                0.85214,                0.67733,                0.90911,                0.92749,                 1.2163,              0.0086041,              0.0086041,              0.0086041
                    425,                 1.2047,                  1.323,                 1.4361,                0.88283,                0.75898,                0.84092,                0.66244,                0.94877,                0.95082,                 1.2443,              0.0086008,              0.0086008,              0.0086008
                    426,                 1.1375,                 1.3051,                 1.3757,                0.84217,                0.80369,                0.84897,                0.67164,                0.92126,                0.95904,                 1.2222,              0.0085975,              0.0085975,              0.0085975
                    427,                 1.1483,                 1.2902,                 1.3663,                0.89263,                0.78526,                0.85102,                0.66669,                0.92068,                0.98678,                 1.2193,              0.0085942,              0.0085942,              0.0085942
                    428,                 1.1264,                 1.2524,                 1.3487,                0.90956,                0.77062,                0.85214,                0.67242,                0.91784,                0.98901,                 1.2187,              0.0085909,              0.0085909,              0.0085909
                    429,                 1.1074,                 1.2298,                 1.3558,                 0.8846,                0.79016,                0.85114,                0.66596,                0.90808,                0.95246,                  1.211,              0.0085876,              0.0085876,              0.0085876
                    430,                 1.1541,                 1.2098,                 1.3544,                 0.8952,                0.78834,                0.84781,                0.67679,                0.88873,                0.93717,                 1.2025,              0.0085843,              0.0085843,              0.0085843
                    431,                 1.1734,                 1.2684,                 1.3847,                0.89974,                0.78629,                0.85688,                 0.6823,                0.88516,                0.93807,                 1.1979,               0.008581,               0.008581,               0.008581
