                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                 3.0948,                 4.8275,                 3.4699,                0.22599,                0.01006,                0.00088,                 0.0003,                 3.1989,                 27.607,                 3.5417,              0.0099142,              0.0099142,              0.0099142
                     28,                 3.1121,                 4.8445,                 3.4249,                0.12787,                0.00437,                0.00044,                0.00021,                 3.1244,                 19.431,                 3.4489,              0.0099109,              0.0099109,              0.0099109
                     29,                 3.0669,                 4.7187,                 3.3729,                0.22078,                0.00821,                0.00906,                0.00324,                 3.0402,                 9.9009,                 3.5173,              0.0099076,              0.0099076,              0.0099076
                     30,                 3.1305,                 4.8849,                 3.3801,                0.23606,                0.01428,                 0.0089,                 0.0026,                 2.9933,                 5.6864,                 3.4357,              0.0099043,              0.0099043,              0.0099043
                     31,                 3.0862,                 4.6779,                  3.297,                0.31284,                0.01207,                0.01012,                0.00311,                 3.0546,                  10.78,                 3.4064,               0.009901,               0.009901,               0.009901
                     32,                 3.0716,                 4.7769,                 3.2573,                0.28729,                0.01582,                0.00422,                0.00115,                 2.9742,                 6.8453,                 3.3809,              0.0098977,              0.0098977,              0.0098977
                     33,                 3.0053,                 4.8377,                 3.2785,                0.30508,                0.01243,                0.00896,                0.00308,                 2.9566,                 5.5037,                 3.3003,              0.0098944,              0.0098944,              0.0098944
                     34,                  2.959,                 4.6913,                 3.2073,                0.27876,                0.00698,                0.00946,                0.00331,                 2.9537,                  5.231,                 3.2984,              0.0098911,              0.0098911,              0.0098911
                     35,                 2.9334,                 4.8034,                 3.1871,                0.22382,                0.01549,                0.00679,                0.00288,                  2.995,                 5.3841,                 3.2894,              0.0098878,              0.0098878,              0.0098878
                     36,                 2.9901,                  4.716,                 3.1855,                0.30081,                0.01006,                0.00713,                 0.0027,                 2.9999,                 6.7951,                 3.2842,              0.0098845,              0.0098845,              0.0098845
                     37,                 2.9402,                 4.7765,                 3.1877,                0.21889,                0.01129,                0.00685,                0.00247,                 2.9693,                 5.9967,                 3.2443,              0.0098812,              0.0098812,              0.0098812
                     38,                 3.0035,                 4.6832,                 3.1117,                0.21531,                 0.0081,                0.00654,                0.00259,                 2.9799,                 5.8792,                 3.2115,              0.0098779,              0.0098779,              0.0098779
                     39,                 2.8823,                 4.6431,                 3.1265,                0.00134,                0.04646,                 0.0029,                0.00078,                  2.998,                 5.0811,                 3.2957,              0.0098746,              0.0098746,              0.0098746
                     40,                 2.9094,                 4.6526,                 3.0899,                0.37199,                0.00631,                0.00888,                0.00369,                 2.8675,                 4.9326,                  3.176,              0.0098713,              0.0098713,              0.0098713
                     41,                 2.8556,                 4.6423,                 3.0238,                0.44262,                0.00805,                0.00829,                0.00306,                 2.8493,                 6.2471,                 3.1492,               0.009868,               0.009868,               0.009868
                     42,                  2.839,                  4.591,                 3.0499,                0.41175,                0.00609,                0.01129,                0.00445,                 2.7808,                 5.1837,                 3.0596,              0.0098647,              0.0098647,              0.0098647
                     43,                  2.841,                 4.5212,                 3.0167,                 0.3894,                 0.0081,                0.00809,                0.00313,                 2.7956,                 4.9139,                 3.0728,              0.0098614,              0.0098614,              0.0098614
                     44,                 2.8704,                 4.4932,                 3.0236,                0.32096,                 0.0158,                0.01714,                0.00611,                 2.8245,                 4.8357,                  3.072,              0.0098581,              0.0098581,              0.0098581
                     45,                 2.8619,                  4.561,                 2.9869,                0.31267,                0.01695,                0.01542,                  0.005,                 2.7685,                 4.7352,                 3.0249,              0.0098548,              0.0098548,              0.0098548
                     46,                 2.8085,                 4.4273,                 2.9477,                0.34466,                0.02003,                0.01067,                0.00266,                 2.7557,                 4.7696,                 3.0185,              0.0098515,              0.0098515,              0.0098515
                     47,                 2.7773,                 4.3924,                 2.9772,                0.34208,                0.02403,                0.02323,                0.00945,                 2.7427,                 4.7514,                 2.9906,              0.0098482,              0.0098482,              0.0098482
                     48,                 2.7531,                 4.4386,                 2.9531,                0.31171,                0.02958,                0.02127,                0.00821,                 2.7345,                 4.6405,                 2.9608,              0.0098449,              0.0098449,              0.0098449
                     49,                 2.7254,                 4.3987,                 2.9453,                0.41472,                0.02616,                0.02081,                0.00864,                 2.6909,                 4.7017,                 3.0035,              0.0098416,              0.0098416,              0.0098416
                     50,                 2.7761,                 4.3753,                 2.9354,                0.39672,                0.02912,                0.02271,                0.00922,                 2.7079,                 4.6194,                  2.997,              0.0098383,              0.0098383,              0.0098383
                     51,                 2.6987,                 4.3868,                 2.8915,                0.39555,                0.03595,                0.02004,                0.00712,                 2.6821,                 4.8079,                 2.9578,               0.009835,               0.009835,               0.009835
                     52,                 2.6709,                 4.4416,                 2.8637,                0.56122,                0.02133,                0.02285,                0.01114,                  2.628,                 4.5951,                 2.9227,              0.0098317,              0.0098317,              0.0098317
                     53,                 2.6258,                 4.2458,                 2.8301,                0.39537,                 0.0332,                0.02223,                 0.0098,                 2.6052,                 4.4952,                 2.9026,              0.0098284,              0.0098284,              0.0098284
                     54,                 2.6541,                 4.3013,                 2.8231,                0.39696,                0.02474,                0.02124,                0.00833,                 2.6678,                 4.5333,                 2.9482,              0.0098251,              0.0098251,              0.0098251
                     55,                 2.6379,                 4.3529,                  2.791,                0.42324,                0.02175,                 0.0218,                  0.009,                 2.6797,                 4.5664,                 2.9584,              0.0098218,              0.0098218,              0.0098218
                     56,                 2.6227,                 4.3113,                 2.8001,                0.00482,                0.13639,                0.01237,                0.00468,                 2.6707,                 4.6434,                 2.9506,              0.0098185,              0.0098185,              0.0098185
                     57,                 2.5966,                 4.1655,                 2.7696,                0.40354,                0.03398,                0.01534,                0.00606,                 2.6089,                 4.5206,                 2.8958,              0.0098152,              0.0098152,              0.0098152
                     58,                 2.5303,                 4.1606,                 2.7183,                0.46071,                0.04229,                0.03775,                0.01528,                 2.5493,                 4.7928,                 2.8119,              0.0098119,              0.0098119,              0.0098119
                     59,                  2.549,                 4.2433,                 2.7454,                0.44603,                0.03962,                0.03839,                0.01765,                 2.5177,                 4.4655,                 2.7796,              0.0098086,              0.0098086,              0.0098086
                     60,                 2.5005,                 4.1748,                 2.7155,                0.44673,                0.03242,                0.03082,                0.01414,                 2.5155,                 4.4358,                 2.8097,              0.0098053,              0.0098053,              0.0098053
                     61,                 2.5414,                 4.1832,                 2.7207,                0.51891,                0.02156,                0.02365,                0.01076,                 2.5642,                 4.4993,                  2.846,               0.009802,               0.009802,               0.009802
                     62,                 2.4874,                 4.1357,                 2.6966,                0.51503,                0.03228,                0.02754,                0.01061,                 2.5785,                  4.477,                 2.8594,              0.0097987,              0.0097987,              0.0097987
                     63,                 2.4434,                  4.193,                 2.6782,                0.49158,                0.04031,                0.03467,                0.01516,                 2.5084,                 4.2812,                 2.7795,              0.0097954,              0.0097954,              0.0097954
                     64,                 2.5064,                 4.1013,                 2.6852,                0.49262,                0.03061,                0.03048,                0.01408,                 2.5431,                 4.2308,                 2.7912,              0.0097921,              0.0097921,              0.0097921
                     65,                  2.451,                 4.1416,                 2.6523,                0.48011,                0.05098,                0.03865,                0.01793,                 2.5159,                 4.2418,                 2.7803,              0.0097888,              0.0097888,              0.0097888
                     66,                 2.5627,                 4.1089,                 2.6272,                0.48253,                0.02681,                0.02632,                0.01258,                 2.5516,                 4.3829,                 2.8105,              0.0097855,              0.0097855,              0.0097855
                     67,                 2.3784,                 4.1313,                 2.6258,                0.52231,                0.04211,                0.04269,                0.02225,                 2.4726,                 4.2371,                 2.7914,              0.0097822,              0.0097822,              0.0097822
                     68,                 2.3547,                 4.1305,                 2.6073,                0.54273,                0.05405,                0.06373,                0.02924,                 2.3799,                 4.0777,                  2.704,              0.0097789,              0.0097789,              0.0097789
                     69,                 2.3231,                  4.108,                  2.597,                 0.5942,                 0.0549,                0.07137,                 0.0322,                 2.3814,                 4.1496,                 2.7027,              0.0097756,              0.0097756,              0.0097756
                     70,                 2.3342,                 4.0271,                 2.5537,                0.56076,                0.05436,                0.06394,                0.02827,                 2.4214,                 4.2035,                 2.6733,              0.0097723,              0.0097723,              0.0097723
                     71,                 2.3578,                 3.9754,                 2.5479,                 0.6407,                0.03644,                0.05863,                0.02603,                 2.3587,                  4.439,                 2.6326,               0.009769,               0.009769,               0.009769
                     72,                 2.3932,                  3.955,                 2.5679,                0.54786,                0.05469,                0.05697,                0.02555,                 2.4409,                 4.1806,                 2.7093,              0.0097657,              0.0097657,              0.0097657
                     73,                 2.3172,                 3.8876,                 2.5138,                0.64348,                0.05867,                0.05369,                0.02492,                 2.3963,                 4.0731,                 2.6725,              0.0097624,              0.0097624,              0.0097624
                     74,                 2.3538,                 3.9215,                 2.5381,                0.61749,                0.05873,                0.05239,                0.02219,                 2.3873,                 4.0885,                 2.6836,              0.0097591,              0.0097591,              0.0097591
                     75,                 2.3042,                 3.9375,                 2.4861,                0.57812,                0.06861,                0.06266,                0.02787,                 2.3367,                  4.028,                 2.6534,              0.0097558,              0.0097558,              0.0097558
                     76,                 2.3242,                 3.8218,                 2.4908,                0.62701,                0.05862,                0.06623,                0.03266,                 2.3318,                 3.9661,                 2.6352,              0.0097525,              0.0097525,              0.0097525
                     77,                 2.3155,                 3.8455,                 2.4788,                0.56968,                0.05618,                0.05848,                 0.0267,                 2.4109,                 4.1234,                 2.6814,              0.0097492,              0.0097492,              0.0097492
                     78,                 2.2763,                 3.8525,                 2.4421,                0.52189,                0.06628,                0.06723,                0.03149,                 2.3084,                 4.0626,                 2.5842,              0.0097459,              0.0097459,              0.0097459
                     79,                 2.2662,                 3.7412,                 2.4301,                0.57737,                0.03256,                0.03414,                 0.0142,                 2.4267,                 4.3636,                 2.7213,              0.0097426,              0.0097426,              0.0097426
                     80,                 2.2351,                  3.851,                 2.4437,                0.58101,                0.04566,                0.04932,                0.02318,                 2.3382,                 4.2177,                 2.6189,              0.0097393,              0.0097393,              0.0097393
                     81,                 2.2242,                 3.7341,                 2.4411,                0.57594,                0.05783,                0.05073,                0.02269,                 2.3782,                 4.2842,                 2.6303,               0.009736,               0.009736,               0.009736
                     82,                 2.2111,                 3.8652,                 2.4009,                0.54421,                0.06511,                0.07091,                0.03621,                 2.2353,                 3.9635,                 2.5189,              0.0097327,              0.0097327,              0.0097327
                     83,                 2.2254,                 3.7857,                 2.4422,                 0.6038,                0.06971,                0.07274,                0.03743,                 2.2734,                 4.0419,                 2.5594,              0.0097294,              0.0097294,              0.0097294
                     84,                 2.2361,                 3.5902,                 2.3672,                0.63545,                0.06994,                0.07828,                0.03922,                 2.2486,                 3.8701,                 2.5181,              0.0097261,              0.0097261,              0.0097261
                     85,                 2.1631,                 3.7075,                 2.3859,                0.61788,                 0.0762,                0.10584,                0.05154,                 2.1896,                 3.7303,                 2.4482,              0.0097228,              0.0097228,              0.0097228
                     86,                 2.2136,                 3.7551,                 2.4132,                0.63243,                0.07732,                0.11001,                0.05261,                 2.1601,                 3.8393,                 2.4217,              0.0097195,              0.0097195,              0.0097195
                     87,                 2.1588,                 3.7666,                 2.3531,                0.65158,                0.09151,                0.12126,                0.05639,                 2.1543,                   3.65,                 2.4169,              0.0097162,              0.0097162,              0.0097162
                     88,                 2.1208,                 3.7287,                 2.3699,                 0.6519,                0.08794,                0.11502,                0.05577,                 2.1384,                 3.7117,                 2.4113,              0.0097129,              0.0097129,              0.0097129
                     89,                 2.1433,                 3.5899,                  2.332,                0.60491,                0.10546,                0.11286,                0.05525,                 2.1546,                 3.9692,                 2.4046,              0.0097096,              0.0097096,              0.0097096
                     90,                 2.1654,                 3.7519,                 2.3651,                0.64041,                0.11629,                0.13519,                0.07146,                 2.1331,                 3.6134,                 2.3904,              0.0097063,              0.0097063,              0.0097063
                     91,                 2.1111,                 3.7418,                 2.3145,                0.57959,                0.11151,                0.12214,                 0.0596,                 2.1611,                 3.6106,                 2.4141,               0.009703,               0.009703,               0.009703
                     92,                 2.1568,                 3.6873,                 2.3113,                0.49878,                 0.1043,                0.11724,                0.05529,                 2.1818,                 3.6691,                 2.4383,              0.0096997,              0.0096997,              0.0096997
                     93,                 2.1895,                 3.6566,                 2.3174,                 0.4836,                0.12746,                0.14325,                0.06809,                 2.1703,                 3.8189,                 2.3883,              0.0096964,              0.0096964,              0.0096964
                     94,                 2.1029,                 3.5951,                 2.3203,                0.47596,                0.14137,                0.14655,                0.07741,                 2.0793,                 3.8699,                 2.3476,              0.0096931,              0.0096931,              0.0096931
                     95,                 2.1285,                 3.4905,                  2.292,                0.52526,                0.14297,                0.14954,                0.07772,                  2.092,                 3.7854,                 2.3519,              0.0096898,              0.0096898,              0.0096898
                     96,                 2.1113,                 3.5909,                 2.3014,                0.58107,                0.12957,                0.12836,                0.06515,                  2.164,                 3.7328,                 2.4374,              0.0096865,              0.0096865,              0.0096865
                     97,                 2.1246,                 3.5648,                 2.2976,                0.57379,                0.15334,                0.16032,                0.07987,                  2.088,                 3.6023,                 2.3322,              0.0096832,              0.0096832,              0.0096832
                     98,                 2.1151,                 3.5149,                 2.3104,                0.65103,                 0.1341,                0.15341,                0.07974,                 2.1503,                 3.6759,                 2.4181,              0.0096799,              0.0096799,              0.0096799
                     99,                 2.0719,                 3.5674,                 2.3002,                0.71495,                0.11874,                0.13726,                0.07073,                 2.1331,                 3.6341,                 2.4117,              0.0096766,              0.0096766,              0.0096766
                    100,                 2.0943,                 3.5698,                 2.3281,                 0.6888,                0.13168,                0.15868,                0.08137,                 2.1273,                 3.5996,                 2.3968,              0.0096733,              0.0096733,              0.0096733
                    101,                 2.0694,                 3.4748,                 2.2609,                0.65639,                0.13386,                 0.1654,                0.07843,                 2.0674,                 3.4423,                 2.3648,                0.00967,                0.00967,                0.00967
                    102,                  2.053,                 3.3572,                 2.2149,                0.63834,                0.10697,                0.12303,                0.06249,                 2.1172,                 3.5423,                 2.3864,              0.0096667,              0.0096667,              0.0096667
                    103,                 2.0793,                 3.4973,                 2.2352,                0.68438,                0.07742,                0.09831,                0.04965,                 2.2681,                  3.817,                 2.5277,              0.0096634,              0.0096634,              0.0096634
                    104,                 2.0965,                  3.346,                 2.2237,                0.64834,                0.13228,                0.17026,                0.08886,                 2.0687,                 3.4001,                 2.3356,              0.0096601,              0.0096601,              0.0096601
                    105,                 2.0276,                 3.3847,                 2.2251,                0.66532,                0.13552,                0.17159,                 0.0924,                 2.0219,                 3.3435,                 2.2992,              0.0096568,              0.0096568,              0.0096568
                    106,                   2.03,                 3.4147,                 2.2295,                0.69575,                  0.133,                0.17761,                0.09476,                 2.0294,                 3.3009,                 2.3135,              0.0096535,              0.0096535,              0.0096535
                    107,                 2.0362,                 3.2623,                 2.1897,                0.57987,                0.13546,                0.14841,                0.07859,                 2.0997,                 3.4456,                 2.3659,              0.0096502,              0.0096502,              0.0096502
                    108,                 2.0356,                 3.3568,                 2.2382,                 0.6253,                0.12668,                 0.1382,                0.07144,                 2.1227,                  3.496,                 2.3906,              0.0096469,              0.0096469,              0.0096469
                    109,                 2.0082,                 3.3279,                 2.1977,                 0.5922,                0.14755,                0.18711,                0.10116,                 1.9716,                  3.309,                 2.2449,              0.0096436,              0.0096436,              0.0096436
                    110,                 2.0022,                 3.2508,                 2.1841,                0.54468,                0.13956,                0.16011,                0.08239,                  2.101,                 3.4069,                 2.3347,              0.0096403,              0.0096403,              0.0096403
                    111,                 1.9773,                 3.3744,                 2.1803,                0.55851,                0.16394,                0.17404,                0.09568,                 2.0313,                 3.3175,                 2.2579,               0.009637,               0.009637,               0.009637
                    112,                  2.043,                 3.3308,                 2.2069,                0.48668,                 0.1813,                0.16953,                 0.0939,                 2.0094,                 3.2956,                 2.2455,              0.0096337,              0.0096337,              0.0096337
                    113,                 1.9462,                 3.3218,                 2.1647,                0.46661,                0.19908,                 0.2019,                0.10554,                 1.9975,                  3.146,                  2.231,              0.0096304,              0.0096304,              0.0096304
                    114,                 1.9992,                 3.2266,                 2.1511,                0.52812,                0.16354,                0.21175,                0.11022,                 1.9805,                 3.0962,                 2.2182,              0.0096271,              0.0096271,              0.0096271
                    115,                 1.9759,                 3.1856,                  2.162,                0.47786,                0.13628,                0.15597,                0.08284,                 2.1375,                 3.4545,                 2.3807,              0.0096238,              0.0096238,              0.0096238
                    116,                  1.965,                 3.1895,                 2.1275,                0.66855,                  0.137,                0.21869,                0.11179,                 1.9874,                 3.1399,                 2.2349,              0.0096205,              0.0096205,              0.0096205
                    117,                 1.9464,                 3.2391,                 2.1559,                0.64863,                0.15592,                0.20032,                0.10928,                 1.9583,                 3.1222,                 2.2301,              0.0096172,              0.0096172,              0.0096172
                    118,                 2.0155,                 3.1809,                 2.1695,                0.74735,                0.15558,                0.21175,                0.12113,                   1.95,                 3.0562,                 2.1919,              0.0096139,              0.0096139,              0.0096139
                    119,                 2.0113,                 3.2104,                 2.1669,                0.60973,                0.17154,                0.21146,                0.11693,                 1.9513,                 3.1673,                 2.2003,              0.0096106,              0.0096106,              0.0096106
                    120,                 2.0216,                 3.1173,                 2.1603,                0.50006,                0.21303,                0.25054,                0.13582,                 1.9242,                 3.0518,                 2.1784,              0.0096073,              0.0096073,              0.0096073
                    121,                 1.9341,                 3.1325,                 2.1633,                0.48991,                0.21732,                0.24962,                0.14053,                 1.9269,                 2.9964,                 2.1795,               0.009604,               0.009604,               0.009604
                    122,                 1.9654,                 3.3196,                 2.2103,                0.52818,                0.21248,                0.23624,                0.12559,                 1.9235,                 2.9992,                 2.1776,              0.0096007,              0.0096007,              0.0096007
                    123,                 1.9965,                 3.1303,                 2.1458,                0.44899,                0.25544,                0.24472,                 0.1367,                 1.9164,                 2.9754,                  2.177,              0.0095974,              0.0095974,              0.0095974
                    124,                 1.8896,                 3.0717,                 2.0868,                0.50946,                0.23643,                0.27779,                0.16131,                 1.8725,                 2.9175,                 2.1399,              0.0095941,              0.0095941,              0.0095941
                    125,                  1.952,                 3.1357,                 2.1065,                0.48408,                0.24894,                0.26642,                0.15185,                 1.8726,                 2.8983,                 2.1515,              0.0095908,              0.0095908,              0.0095908
                    126,                 1.9071,                 3.0673,                 2.1195,                0.44644,                0.24829,                0.27505,                  0.163,                 1.8231,                 2.8859,                 2.1053,              0.0095875,              0.0095875,              0.0095875
                    127,                 1.9176,                 2.9995,                 2.0536,                0.43558,                0.27643,                0.28424,                0.16345,                  1.856,                 2.9022,                 2.1051,              0.0095842,              0.0095842,              0.0095842
                    128,                 1.8894,                 2.9827,                 2.0759,                0.51773,                0.24639,                0.27993,                0.16093,                 1.8663,                 2.8174,                 2.1183,              0.0095809,              0.0095809,              0.0095809
                    129,                 1.9398,                 3.0514,                  2.059,                0.57455,                0.23999,                0.28067,                0.16267,                 1.8364,                 2.8731,                 2.0984,              0.0095776,              0.0095776,              0.0095776
                    130,                 1.8821,                 2.9833,                 2.0631,                0.59397,                0.22771,                0.30345,                0.17668,                 1.7893,                 2.7807,                  2.064,              0.0095743,              0.0095743,              0.0095743
                    131,                 1.9658,                 2.8909,                 2.0849,                0.57527,                0.22811,                0.29588,                0.16466,                 1.7861,                 2.7786,                 2.0528,               0.009571,               0.009571,               0.009571
                    132,                 1.8942,                 3.0907,                 2.0831,                 0.4927,                0.26497,                0.29969,                0.16941,                 1.8277,                 2.8011,                    2.1,              0.0095677,              0.0095677,              0.0095677
